index,unit2_pos,unit1_beam_32,unit1_beam_64
47,"[0.35619137537751955, 0.8809523808095693]",20,39
48,"[0.3622873093775134, 0.8798701296379362]",19,37
49,"[0.3683421932989783, 0.8787878786201001]",20,38
50,"[0.37437655220305455, 0.877705627602264]",19,37
51,"[0.3803698610431857, 0.876623376584428]",19,36
52,"[0.3866710453337372, 0.8744588742411616]",19,37
53,"[0.39243857885133815, 0.8722943720516924]",19,34
54,"[0.398308737499634, 0.8712121210338564]",18,34
55,"[0.4042404712584314, 0.8690476189981843]",18,34
56,"[0.41027483016250765, 0.8679653678265511]",17,34
57,"[0.4163707641479176, 0.865800865790879]",17,34
58,"[0.4225693232931903, 0.8647186147730429]",17,33
59,"[0.4288294575197968, 0.8625541124297765]",16,34
60,"[0.4352127419382385, 0.8625541124297765]",17,32
61,"[0.44165760143801397, 0.8603896102403074]",15,30
62,"[0.4482256111296247, 0.8593073592224713]",15,29
63,"[0.45487572094912565, 0.8571428571867992]",15,29
64,"[0.4616489809312941, 0.8560606058613689]",15,28
65,"[0.4685248660733253, 0.8549783548435328]",15,28
66,"[0.4755033763606352, 0.8528138526540636]",15,28
67,"[0.482584511807808, 0.8517316016362275]",14,27
68,"[0.4971778083444091, 0.8484848484289222]",14,26
69,"[0.5046694443872811, 0.8463203463932502]",14,26
70,"[0.5122842306219884, 0.8452380950678199]",13,24
71,"[0.520022167033947, 0.8441558440499838]",13,25
72,"[0.5279037786551296, 0.8419913418605146]",12,23
73,"[0.5359085404681474, 0.8409090908426785]",12,22
74,"[0.5440364524584167, 0.8398268395172482]",11,22
75,"[0.5522669895939647, 0.8387445884994121]",11,21
76,"[0.561687978496417, 0.83658008646374]",11,21
77,"[0.571232117561537, 0.8344155842742709]",11,20
78,"[0.580858356769131, 0.8333333332564348]",10,20
79,"[0.5906077461393924, 0.8322510822385987]",9,17
80,"[0.600439235652128, 0.8311688309131684]",9,17
81,"[0.610393875327531, 0.8300865800491295]",9,17
82,"[0.6206358654359657, 0.8279220777058631]",9,17
83,"[0.6295232035508836, 0.826839826688027]",9,17
84,"[0.6384721167471352, 0.826839826688027]",2,14
85,"[0.647503130071277, 0.825757575670191]",8,14
86,"[0.6565957184767526, 0.825757575670191]",7,13
87,"[0.6657704070101182, 0.8246753246523549]",7,13
88,"[0.6750066706394017, 0.8235930734807217]",6,11
89,"[0.6843250343819913, 0.8235930734807217]",6,11
90,"[0.6937665483018324, 0.8235930734807217]",6,11
91,"[0.7047063894389981, 0.8214285714450497]",5,9
92,"[0.7157488557214428, 0.8203463201196194]",6,11
93,"[0.7268528970998049, 0.8203463201196194]",4,8
94,"[0.7380595636380299, 0.8192640691017833]",4,7
95,"[0.7493483302895613, 0.8192640691017833]",4,7
96,"[0.7606986720224262, 0.8192640691017833]",4,7
97,"[0.7724389893481858, 0.8181818179301501]",3,4
98,"[0.7827220295205657, 0.8181818179301501]",3,6
99,"[0.7930461197423068, 0.8181818179301501]",3,6
100,"[0.8034112600279929, 0.8181818179301501]",2,4
101,"[0.8137969253456516, 0.8181818179301501]",2,3
102,"[0.824244165759228, 0.8181818179301501]",2,3
103,"[0.8347119312047768, 0.8181818179301501]",2,3
104,"[0.8452207466996869, 0.8181818179301501]",2,4
105,"[0.8559758625636836, 0.8192640691017833]",2,2
106,"[0.7074156934406158, 0.0790043289159456]",2,2
107,"[0.7011966092633706, 0.0790043289159456]",2,2
108,"[0.695039100182043, 0.08008658008757877]",2,2
109,"[0.6889636912140217, 0.08008658008757877]",2,2
110,"[0.6829909074058631, 0.08008658008757877]",2,2
111,"[0.6769565485163708, 0.0790043289159456]",2,4
112,"[0.6711479649494086, 0.0790043289159456]",2,3
113,"[0.6654009564637803, 0.0790043289159456]",2,4
114,"[0.6597155230740694, 0.07792207789810954]",2,3
115,"[0.6540711397483039, 0.07792207789810954]",2,4
116,"[0.6484678064864833, 0.07792207789810954]",2,4
117,"[0.6429260483205804, 0.07792207789810954]",3,5
118,"[0.6374458652360112, 0.0790043289159456]",3,6
119,"[0.6321914574885562, 0.0790043289159456]",3,6
120,"[0.62615709858448, 0.0790043289159456]",4,7
121,"[0.6202253648256826, 0.0790043289159456]",4,6
122,"[0.6143962562267479, 0.0790043289159456]",4,6
123,"[0.6086902978196486, 0.0790043289159456]",4,7
124,"[0.603086964557828, 0.0790043289159456]",4,7
125,"[0.5976067814732589, 0.0790043289159456]",5,8
126,"[0.5921676484526348, 0.0790043289159456]",5,9
127,"[0.5874263664607418, 0.0790043289159456]",6,11
128,"[0.5827671845821549, 0.0790043289159456]",6,11
129,"[0.5781695777994857, 0.0790043289159456]",6,11
130,"[0.5736540711447068, 0.08008658008757877]",6,11
131,"[0.5692206646032342, 0.08008658008757877]",6,11
132,"[0.5648488331576792, 0.08116883110541483]",6,11
133,"[0.5605385767934579, 0.08116883110541483]",6,10
134,"[0.5561667453479029, 0.08116883110541483]",7,13
135,"[0.5519796391755168, 0.08116883110541483]",7,14
136,"[0.5478335830524921, 0.08225108212325087]",7,13
137,"[0.5437285769934124, 0.08225108212325087]",7,14
138,"[0.5396646209982777, 0.08225108212325087]",7,14
139,"[0.5356622401136446, 0.08225108212325087]",8,14
140,"[0.5317009092637889, 0.08333333344868118]",8,14
141,"[0.5277806284778782, 0.08333333344868118]",8,16
142,"[0.52388087272394, 0.08333333344868118]",9,17
143,"[0.5201042671472533, 0.08333333344868118]",9,17
144,"[0.5163071365531778, 0.08441558446651723]",9,17
145,"[0.5125100059591025, 0.08441558446651723]",9,17
146,"[0.5086923503184706, 0.08441558446651723]",9,17
147,"[0.5048541696604502, 0.08441558446651723]",9,17
148,"[0.5010159890024296, 0.08441558446651723]",10,19
149,"[0.4971572833124366, 0.08441558446651723]",9,17
150,"[0.4935859280408914, 0.08549783563815042]",10,19
151,"[0.4898708975601223, 0.08549783563815042]",10,20
152,"[0.4861353420473806, 0.08658008665598646]",11,20
153,"[0.4823792615026664, 0.08658008665598646]",11,21
154,"[0.47860265594056356, 0.08658008665598646]",11,21
155,"[0.4747850003145156, 0.08766233767382252]",11,21
156,"[0.4709262946099387, 0.08766233767382252]",11,22
157,"[0.46704706388797307, 0.08874458869165856]",11,22
158,"[0.46310625808467376, 0.08874458869165856]",12,22
159,"[0.4585702263979222, 0.08874458869165856]",12,23
160,"[0.4540547197285594, 0.08874458869165856]",12,22
161,"[0.449559738105753, 0.08874458869165856]",12,23
162,"[0.4450647564683627, 0.08982683970949462]",12,23
163,"[0.44059029987752885, 0.08982683970949462]",12,24
164,"[0.4361363683040836, 0.08982683970949462]",13,26
165,"[0.43139508631219053, 0.08982683970949462]",13,26
166,"[0.42745428049430734, 0.0909090908811278]",14,26
167,"[0.4233903244991727, 0.0909090908811278]",14,26
168,"[0.4192442683907318, 0.09199134189896385]",14,26
169,"[0.4149750620904556, 0.09199134189896385]",14,27
170,"[0.41060323064490056, 0.0930735929167999]",14,27
171,"[0.40612877403948283, 0.0930735929167999]",15,29
172,"[0.4015311672568137, 0.09415584424223021]",15,29
173,"[0.39701566060203475, 0.09415584424223021]",15,29
174,"[0.3923359536914754, 0.09415584424223021]",15,29
175,"[0.38759467169958234, 0.09415584424223021]",15,29
176,"[0.3827507645624105, 0.09523809526006626]",16,32
177,"[0.3778452823293209, 0.09523809526006626]",17,32
178,"[0.37285769996834117, 0.09523809526006626]",17,33
179,"[0.36778801749405515, 0.09523809526006626]",17,34
180,"[0.3626157098599064, 0.09523809526006626]",17,34
181,"[0.35756655241759294, 0.09632034643169944]",18,34
182,"[0.35225056957422024, 0.09632034643169944]",18,34
183,"[0.3468730116349299, 0.09740259744953549]",19,37
184,"[0.3414544036462784, 0.09848484846737154]",19,37
185,"[0.3359742205617092, 0.09848484846737154]",19,37
186,"[0.33045298741319495, 0.09956709948520759]",20,39
187,"[0.324870179183347, 0.09956709948520759]",20,39
188,"[0.3192463208895539, 0.10064935050304365]",20,38
189,"[0.3133145871453404, 0.10064935050304365]",20,39
190,"[0.307567578659712, 0.10173160182847395]",20,39
191,"[0.3017179450288048, 0.10173160182847395]",20,39
192,"[0.2957862112845913, 0.10281385284631]",20,39
193,"[0.2897723774124876, 0.10281385284631]",21,42
194,"[0.28367644342707765, 0.10389610386414605]",21,42
195,"[0.2774778842818049, 0.10497835503577924]",22,42
196,"[0.2712177500406146, 0.10497835503577924]",22,43
197,"[0.2649781408459807, 0.10606060605361528]",22,44
198,"[0.25859485642753893, 0.10606060605361528]",23,44
199,"[0.2521089468638184, 0.1071428573790456]",23,44
200,"[0.24552041214023507, 0.10822510839688164]",24,48
201,"[0.23882925227137294, 0.1093073594147177]",24,46
202,"[0.2320559922892045, 0.1093073594147177]",24,47
203,"[0.22518010714717338, 0.11038961027875661]",24,47
204,"[0.21820159684527946, 0.11147186129659267]",25,48
205,"[0.21144886189508358, 0.11038961027875661]",25,49
206,"[0.2044703515931897, 0.11147186129659267]",25,49
207,"[0.19747131627390715, 0.11255411262202297]",26,52
208,"[0.19049280597201323, 0.11363636363985903]",26,51
209,"[0.1834937706527307, 0.11471861465769508]",26,52
210,"[0.1765152603654207, 0.11580086582932826]",26,51
211,"[0.16951622503155425, 0.1168831168471643]",26,51
212,"[0.16251718971227172, 0.1168831168471643]",28,54
213,"[0.1553950042157378, 0.11904761919043066]",28,54
214,"[0.1483754438498988, 0.11904761919043066]",28,55
215,"[0.14129430841730997, 0.12012987020826672]",28,55
216,"[0.1341515978742196, 0.12121212122610277]",28,55
217,"[0.12696783728176803, 0.12229437224393883]",28,55
218,"[0.11972250159339883, 0.123376623415572]",28,55
219,"[0.11243611584108452, 0.12445887443340806]",29,57
220,"[0.10508815500743648, 0.1255411254512441]",30,58
221,"[0.09786334435103983, 0.12770562779451047]",29,58
222,"[0.08950965702365647, 0.12878787881234652]",30,59
223,"[0.08109439461493939, 0.13095238100181575]",30,59
224,"[0.07261755711030465, 0.13311688303748784]",30,59
225,"[0.06407914452433619, 0.13528138522695707]",30,59
226,"[0.055479156827866166, 0.13744588757022344]",30,59
227,"[0.04681759406464632, 0.13961038960589553]",31,61
228,"[0.03840233164134532, 0.14177489164156765]",31,61
229,"[0.027811416018545046, 0.8614718612581433]",30,60
230,"[0.036226678441846044, 0.8582251082046353]",30,60
231,"[0.04441616551344901, 0.8560606058613689]",30,60
232,"[0.052646702663580985, 0.8538961039794939]",30,59
233,"[0.06087723979912905, 0.8528138526540636]",30,59
234,"[0.06910777693467711, 0.8506493503107972]",30,59
235,"[0.07735883910219772, 0.8495670994467583]",30,59
236,"[0.08563042630169088, 0.8474025974110863]",30,59
237,"[0.09390201350118405, 0.8463203463932502]",29,58
238,"[0.10211202561934346, 0.8441558440499838]",29,57
239,"[0.11032203772291897, 0.8419913418605146]",29,57
240,"[0.11844994971318822, 0.8409090908426785]",28,55
241,"[0.1265162866075398, 0.8398268395172482]",28,55
242,"[0.14244371010568532, 0.83658008646374]",28,55
243,"[0.15030479669489533, 0.83658008646374]",28,54
244,"[0.1581043082027716, 0.835497835445904]",26,51
245,"[0.16592434474262044, 0.8333333332564348]",26,54
246,"[0.17475010776162067, 0.8322510822385987]",26,52
247,"[0.18361692082998207, 0.8311688309131684]",26,51
248,"[0.19254530900884506, 0.8311688309131684]",26,51
249,"[0.20151474723706922, 0.8290043287236992]",26,52
250,"[0.21054576056121102, 0.8279220777058631]",25,49
251,"[0.21961782393471402, 0.826839826688027]",25,48
252,"[0.22864883725885582, 0.825757575670191]",25,48
253,"[0.23650992384806582, 0.825757575670191]",25,48
254,"[0.2443915354838323, 0.8246753246523549]",24,48
255,"[0.25231419716896, 0.8235930734807217]",24,47
256,"[0.2602779089180327, 0.8225108224628858]",23,46
257,"[0.26826214568449414, 0.8214285714450497]",23,46
258,"[0.2762874325294845, 0.8203463201196194]",23,45
259,"[0.2843332443918635, 0.8192640691017833]",23,45
260,"[0.2926048315913567, 0.8192640691017833]",22,43
261,"[0.3016768949794436, 0.8181818179301501]",22,44
262,"[0.3108105334488642, 0.8170995669123141]",22,42
263,"[0.3200467970635637, 0.816017315894478]",20,39
264,"[0.3293446357887647, 0.814935064876642]",21,42
265,"[0.3387040495952995, 0.8138528138588059]",20,39
266,"[0.34816608854711306, 0.8127705625333757]",20,39
267,"[0.3574639272577302, 0.8116883115155396]",20,39
268,"[0.3657560394891959, 0.8106060606515006]",20,38
269,"[0.3740481517206616, 0.8106060606515006]",19,37
270,"[0.38236078898409986, 0.8095238093260704]",19,37
271,"[0.3906939512795107, 0.8084415583082343]",19,37
272,"[0.39904763859231007, 0.8073593072903983]",18,34
273,"[0.407421850951666, 0.8073593072903983]",19,34
274,"[0.415796063296438, 0.8062770561187651]",17,34
275,"[0.4242729008010727, 0.804112554083093]",17,34
276,"[0.4326881632097898, 0.804112554083093]",17,34
277,"[0.4411239506650633, 0.8030303030652569]",16,32
278,"[0.4496007881551142, 0.8019480517398266]",15,29
279,"[0.4580776256597489, 0.8019480517398266]",15,29
280,"[0.4666160382603013, 0.8008658007219905]",15,29
281,"[0.4751544508462697, 0.7997835497041546]",15,29
282,"[0.4837339135107672, 0.7987012985325214]",15,29
283,"[0.49227232609673566, 0.7987012985325214]",14,27
284,"[0.5008312637292606, 0.7987012985325214]",14,26
285,"[0.5094517764431192, 0.7976190475146853]",12,26
286,"[0.5181338642528955, 0.7976190475146853]",13,26
287,"[0.5268775271440056, 0.7965367964968493]",12,23
288,"[0.5356622401136446, 0.7965367964968493]",12,22
289,"[0.5445085281500335, 0.7965367964968493]",12,22
290,"[0.55341639128234, 0.7954545454790132]",11,20
291,"[0.5623037293972579, 0.7943722941535829]",11,21
292,"[0.5712731676254821, 0.7943722941535829]",11,20
293,"[0.5802836559176513, 0.7943722941535829]",10,19
294,"[0.5893351942737657, 0.7932900431357468]",9,17
295,"[0.5984483077112137, 0.7932900431357468]",9,17
296,"[0.6075819461806344, 0.7932900431357468]",9,17
297,"[0.6167566347140001, 0.7932900431357468]",9,16
298,"[0.6259928983432835, 0.7932900431357468]",8,14
299,"[0.6353523121498182, 0.7932900431357468]",8,15
300,"[0.6445885757645177, 0.7932900431357468]",7,13
301,"[0.6539069395071074, 0.7932900431357468]",7,13
302,"[0.6632458282816696, 0.7932900431357468]",7,14
303,"[0.6726462921521494, 0.7932900431357468]",6,11
304,"[0.6820878060719905, 0.7932900431357468]",6,11
305,"[0.6915908951023331, 0.7943722941535829]",6,11
306,"[0.7011145091500643, 0.7943722941535829]",6,11
307,"[0.7110075737295497, 0.7932900431357468]",6,10
308,"[0.7219063648173543, 0.7932900431357468]",6,11
309,"[0.7328872560038813, 0.7943722941535829]",4,7
310,"[0.7439707723502709, 0.7943722941535829]",4,6
311,"[0.7551569138565234, 0.7943722941535829]",4,7
312,"[0.7664251554760821, 0.7954545454790132]",4,6
313,"[0.7777960222409197, 0.7954545454790132]",3,5
314,"[0.789310564229565, 0.7976190475146853]",3,6
315,"[0.7993883540968033, 0.7976190475146853]",2,3
316,"[0.8095071940279868, 0.7987012985325214]",2,3
317,"[0.8196876090405039, 0.7987012985325214]",2,2
318,"[0.8505983046243933, 0.8019480517398266]",2,2
319,"[0.8610250200059971, 0.8030303030652569]",2,2
320,"[0.6802200283229116, 0.04004329012068795]",2,2
321,"[0.6705937891299015, 0.04004329012068795]",2,2
322,"[0.6610496500501978, 0.04004329012068795]",2,2
323,"[0.6515465610344391, 0.04004329012068795]",2,4
324,"[0.6421050471000141, 0.04004329012068795]",2,4
325,"[0.6327045832441182, 0.041125541138524]",3,4
326,"[0.6232835943416658, 0.041125541138524]",2,4
327,"[0.6139447055671036, 0.041125541138524]",4,6
328,"[0.6046468668564865, 0.041125541138524]",4,6
329,"[0.5954106032272031, 0.04220779231015718]",4,7
330,"[0.5862359146938374, 0.04220779231015718]",4,7
331,"[0.5771228012563893, 0.04329004332799323]",4,7
332,"[0.5680507378683024, 0.04437229434582928]",6,11
333,"[0.5590402495907171, 0.04545454567125959]",6,11
334,"[0.5501734365077717, 0.04653679668909564]",6,11
335,"[0.5413887235527166, 0.04653679668909564]",7,13
336,"[0.5326450606470227, 0.04761904770693169]",7,13
337,"[0.5239834978692188, 0.04761904770693169]",7,13
338,"[0.5153629851553602, 0.048701298570970615]",8,14
339,"[0.5068245725693917, 0.049783549588806666]",9,17
340,"[0.49832721003278446, 0.050865800914236974]",9,17
341,"[0.48991194762406737, 0.051948051932073025]",9,17
342,"[0.481373535023515, 0.053030303103706204]",9,17
343,"[0.47318404795191205, 0.05519480513937831]",10,19
344,"[0.46495351080178005, 0.05627705615721436]",11,20
345,"[0.45666139857031435, 0.05844155850048072]",11,21
346,"[0.44834876132146, 0.05952380951831677]",11,22
347,"[0.43999507399407667, 0.06060606053615282]",12,22
348,"[0.4316003366027482, 0.061688311707786]",12,23
349,"[0.4231645491620586, 0.06277056272562205]",13,26
350,"[0.414585086512145, 0.06493506506888841]",13,26
351,"[0.4059850988302589, 0.06601731608672447]",14,27
352,"[0.3973030110204826, 0.06818181796859943]",14,27
353,"[0.38860039819331765, 0.06926406929402974]",15,29
354,"[0.3798156852236786, 0.0703463203118658]",15,29
355,"[0.37098992220467836, 0.07251082250133503]",16,30
356,"[0.36212310913631696, 0.07359307351917108]",16,31
357,"[0.35319472095745397, 0.07467532484460139]",17,34
358,"[0.34379425710155803, 0.07792207789810954]",17,34
359,"[0.33453746844030213, 0.08008658008757877]",18,34
360,"[0.32515752960179484, 0.08116883110541483]",19,34
361,"[0.3156339155686475, 0.08333333344868118]",19,37
362,"[0.3059666262971084, 0.08549783563815042]",19,38
363,"[0.29615566183092934, 0.08874458869165856]",20,39
364,"[0.28620102214094245, 0.0909090908811278]",20,39
365,"[0.27610270725631547, 0.0930735929167999]",20,39
366,"[0.2658196670839356, 0.09523809526006626]",20,39
367,"[0.25553662691155576, 0.09740259744953549]",22,43
368,"[0.24517148662586957, 0.10064935050304365]",23,46
369,"[0.23468319616293204, 0.10389610386414605]",22,44
370,"[0.2241128055721043, 0.1071428573790456]",23,46
371,"[0.21343978982141384, 0.1093073594147177]",25,49
372,"[0.20266414892544454, 0.11255411262202297]",24,47
373,"[0.19180640791616896, 0.11471861465769508]",26,51
374,"[0.18107181708414474, 0.11904761919043066]",25,50
375,"[0.17015250097895152, 0.12121212122610277]",25,49
376,"[0.1592331848737583, 0.12445887443340806]",26,52
377,"[0.1373329775674542, 0.12987012967638545]",27,53
378,"[0.12637261139831588, 0.13311688303748784]",28,55
379,"[0.11539172021178891, 0.13528138522695707]",28,55
380,"[0.10441082901067804, 0.13744588757022344]",28,55
381,"[0.09330678763231579, 0.1406926406237316]",29,57
382,"[0.08236694649515, 0.14393939383103688]",29,57
383,"[0.07144763038995677, 0.14610389617430322]",29,57
384,"[0.060569364348708646, 0.14935064938160852]",30,59
385,"[0.04971162332484915, 0.15259740243511666]",30,60
386,"[0.03887440734754612, 0.1547619046245859]",31,60
387,"[0.028057716387631715, 0.15692640696785226]",30,60
388,"[0.6849202602508596, 0.050865800914236974]",2,2
389,"[0.6729952176665149, 0.050865800914236974]",2,3
390,"[0.6607828246491385, 0.050865800914236974]",2,2
391,"[0.6486114816957073, 0.050865800914236974]",2,2
392,"[0.6365222388701661, 0.050865800914236974]",2,4
393,"[0.6244945711259587, 0.050865800914236974]",4,4
394,"[0.612528478477669, 0.051948051932073025]",4,7
395,"[0.6006239609252969, 0.051948051932073025]",4,6
396,"[0.5887604934222861, 0.051948051932073025]",6,10
397,"[0.5768354508379414, 0.054112554121542256]",5,9
398,"[0.5633299809083818, 0.05519480513937831]",6,11
399,"[0.5499066111067125, 0.05519480513937831]",6,11
400,"[0.5365242913689883, 0.05627705615721436]",6,11
401,"[0.5232240717591541, 0.057359307482644666]",7,14
402,"[0.5100059522626263, 0.05844155850048072]",8,14
403,"[0.4968288828300436, 0.06060606053615282]",9,17
404,"[0.4837133884787947, 0.061688311707786]",9,17
405,"[0.4722604215860669, 0.061688311707786]",10,19
406,"[0.46080745469333917, 0.06277056272562205]",11,21
407,"[0.44935448780061144, 0.06385281405105236]",11,21
408,"[0.43790152090788365, 0.06493506506888841]",12,22
409,"[0.4264485540151559, 0.06601731608672447]",12,23
410,"[0.4149955871224282, 0.06709956695076338]",13,26
411,"[0.403563145261673, 0.06818181796859943]",14,26
412,"[0.392028078241055, 0.06926406929402974]",14,27
413,"[0.3806366864442449, 0.06926406929402974]",15,29
414,"[0.36922476960087836, 0.0703463203118658]",15,29
415,"[0.3578128527720957, 0.07142857132970185]",16,31
416,"[0.3463804109113405, 0.07251082250133503]",17,34
417,"[0.33490691898664016, 0.07359307351917108]",19,34
418,"[0.3234539520939124, 0.07467532484460139]",19,37
419,"[0.3119599351372396, 0.07575757586243743]",19,37
420,"[0.300404343099233, 0.07683982688027349]",20,39
421,"[0.2888487510466425, 0.07792207789810954]",20,39
422,"[0.27727263397666335, 0.0790043289159456]",22,43
423,"[0.2656965169066842, 0.08008658008757877]",22,43
424,"[0.25407934977276003, 0.08116883110541483]",22,43
425,"[0.2424621826388358, 0.08333333344868118]",23,45
426,"[0.23082449047293901, 0.08441558446651723]",23,45
427,"[0.21916627327506968, 0.08549783563815042]",24,47
428,"[0.20736438086797643, 0.08766233767382252]",24,48
429,"[0.19406416124355844, 0.08766233767382252]",25,48
430,"[0.1807434166017518, 0.08982683970949462]",25,49
431,"[0.1673816218960001, 0.0909090908811278]",26,52
432,"[0.1539993021582758, 0.09199134189896385]",26,51
433,"[0.14057593235660643, 0.09415584424223021]",27,53
434,"[0.1271320375229645, 0.09632034643169944]",28,54
435,"[0.11370866772129515, 0.09740259744953549]",28,55
436,"[0.10196835041011953, 0.10064935050304365]",28,55
437,"[0.09026908314830512, 0.10281385284631]",28,55
438,"[0.07865191601438089, 0.10606060605361528]",29,57
439,"[0.0670963239763743, 0.10822510839688164]",30,59
440,"[0.05558178198772891, 0.11038961027875661]",30,60
441,"[0.044149340126973705, 0.11363636363985903]",30,60
442,"[0.03275794831557969, 0.11580086582932826]",31,62
443,"[0.016809999800045536, 0.8939393936387905]",30,60
444,"[0.02803719135565917, 0.8885281383958131]",31,60
445,"[0.040783235160570086, 0.8820346318274054]",30,60
446,"[0.05361137907878729, 0.876623376584428]",30,59
447,"[0.06650109809292214, 0.8712121210338564]",30,59
448,"[0.07945239218839072, 0.866883116808715]",29,60
449,"[0.0924857864263334, 0.8614718612581433]",29,57
450,"[0.10560128076299846, 0.8571428571867992]",29,57
451,"[0.11842942468121566, 0.8528138526540636]",28,55
452,"[0.12992344163788852, 0.8495670994467583]",28,55
453,"[0.1414379836265339, 0.8452380950678199]",28,55
454,"[0.1529935756645405, 0.8419913418605146]",28,55
455,"[0.164549167717131, 0.8387445884994121]",28,55
456,"[0.17614580981908268, 0.835497835445904]",26,51
457,"[0.1877629769530069, 0.8322510822385987]",26,52
458,"[0.19940066911890367, 0.8300865800491295]",26,51
459,"[0.21109993638071808, 0.826839826688027]",25,52
460,"[0.22265552841872469, 0.8246753246523549]",25,49
461,"[0.23419059543934262, 0.8225108224628858]",25,49
462,"[0.2457461874773492, 0.8203463201196194]",24,47
463,"[0.2572812544979671, 0.8181818179301501]",24,47
464,"[0.26883684653597373, 0.814935064876642]",23,45
465,"[0.2803719135565917, 0.8127705625333757]",23,45
466,"[0.29192750559459824, 0.8095238093260704]",23,44
467,"[0.3034215225512711, 0.8084415583082343]",22,43
468,"[0.3150181646532228, 0.8062770561187651]",22,42
469,"[0.33825249892107123, 0.8030303030652569]",20,42
470,"[0.3499107161189406, 0.8008658007219905]",20,39
471,"[0.3615689333168099, 0.7987012985325214]",20,39
472,"[0.3732476755466518, 0.7976190475146853]",19,37
473,"[0.38494694279388225, 0.7954545454790132]",19,37
474,"[0.3968104102968932, 0.7954545454790132]",19,34
475,"[0.40853020257609624, 0.7932900431357468]",18,34
476,"[0.42027051990185577, 0.7911255409462776]",17,34
477,"[0.432072412308949, 0.7900432899284415]",17,34
478,"[0.4438948297480148, 0.7878787877389724]",16,31
479,"[0.4557582972510257, 0.7867965367211363]",15,29
480,"[0.4676628148033978, 0.7857142857033002]",15,29
481,"[0.47960838241971493, 0.7846320346854642]",15,29
482,"[0.4916155251319498, 0.7824675323421978]",14,27
483,"[0.5035405677162944, 0.7813852813243617]",13,26
484,"[0.5155271853965567, 0.7803030301527286]",13,26
485,"[0.5275548531407641, 0.7792207791348925]",12,23
486,"[0.5396235709489166, 0.7781385281170564]",12,22
487,"[0.5517333388064302, 0.7770562767916261]",12,22
488,"[0.5639046817598615, 0.7759740257737902]",11,21
489,"[0.5761170747772378, 0.774891774755954]",11,21
490,"[0.5881036924575002, 0.773809523738118]",16,20
491,"[0.6002955604283201, 0.772727272874079]",9,17
492,"[0.612528478477669, 0.772727272874079]",9,16
493,"[0.6247819215589905, 0.7716450215486488]",9,17
494,"[0.6493503827883833, 0.7705627705308127]",7,14
495,"[0.6740009441456664, 0.7683982683413435]",7,13
496,"[0.6865006875814906, 0.7683982683413435]",6,11
497,"[0.698897805872036, 0.7673160173235074]",6,11
498,"[0.7112949241625814, 0.7662337659980771]",6,11
499,"[0.7237330925024881, 0.7662337659980771]",4,7
500,"[0.7361712608569786, 0.765151514980241]",4,7
