index,unit1_rgb,unit1_beam_32,unit1_beam_64
2083,../../../Scenario5/unit1/camera_data/image_BS1_9261_03_39_46.jpg,30,59
2269,../../../Scenario5/unit1/camera_data/image_BS1_9894_03_41_08.jpg,15,29
2089,../../../Scenario5/unit1/camera_data/image_BS1_9268_03_39_47.jpg,26,52
2200,../../../Scenario5/unit1/camera_data/image_BS1_9524_03_40_21.jpg,23,45
955,../../../Scenario5/unit1/camera_data/image_BS1_3931_03_28_20.jpg,29,58
7,../../../Scenario5/unit1/camera_data/image_BS1_265_03_20_32.jpg,30,59
2300,../../../Scenario5/unit1/camera_data/image_BS1_9928_03_41_13.jpg,2,2
41,../../../Scenario5/unit1/camera_data/image_BS1_301_03_20_36.jpg,21,42
1319,../../../Scenario5/unit1/camera_data/image_BS1_5111_03_30_52.jpg,23,45
1220,../../../Scenario5/unit1/camera_data/image_BS1_4825_03_30_15.jpg,13,26
738,../../../Scenario5/unit1/camera_data/image_BS1_3330_03_27_04.jpg,6,11
1277,../../../Scenario5/unit1/camera_data/image_BS1_4883_03_30_22.jpg,24,47
1481,../../../Scenario5/unit1/camera_data/image_BS1_5918_03_32_35.jpg,12,23
986,../../../Scenario5/unit1/camera_data/image_BS1_4097_03_28_42.jpg,20,39
1066,../../../Scenario5/unit1/camera_data/image_BS1_4350_03_29_14.jpg,20,39
2141,../../../Scenario5/unit1/camera_data/image_BS1_9464_03_40_13.jpg,4,6
2072,../../../Scenario5/unit1/camera_data/image_BS1_8630_03_38_24.jpg,26,52
1326,../../../Scenario5/unit1/camera_data/image_BS1_5118_03_30_53.jpg,20,39
737,../../../Scenario5/unit1/camera_data/image_BS1_3329_03_27_04.jpg,6,11
1766,../../../Scenario5/unit1/camera_data/image_BS1_7010_03_34_55.jpg,6,11
1917,../../../Scenario5/unit1/camera_data/image_BS1_7864_03_36_45.jpg,28,55
1856,../../../Scenario5/unit1/camera_data/image_BS1_7449_03_35_51.jpg,3,5
1148,../../../Scenario5/unit1/camera_data/image_BS1_4619_03_29_49.jpg,15,29
960,../../../Scenario5/unit1/camera_data/image_BS1_4070_03_28_38.jpg,30,58
1263,../../../Scenario5/unit1/camera_data/image_BS1_4869_03_30_21.jpg,21,42
599,../../../Scenario5/unit1/camera_data/image_BS1_2593_03_25_30.jpg,20,39
1418,../../../Scenario5/unit1/camera_data/image_BS1_5371_03_31_25.jpg,19,37
984,../../../Scenario5/unit1/camera_data/image_BS1_4094_03_28_41.jpg,22,43
109,../../../Scenario5/unit1/camera_data/image_BS1_568_03_21_10.jpg,2,2
2003,../../../Scenario5/unit1/camera_data/image_BS1_8119_03_37_17.jpg,4,8
1419,../../../Scenario5/unit1/camera_data/image_BS1_5372_03_31_25.jpg,20,39
564,../../../Scenario5/unit1/camera_data/image_BS1_2558_03_25_25.jpg,12,24
786,../../../Scenario5/unit1/camera_data/image_BS1_3379_03_27_10.jpg,25,48
2283,../../../Scenario5/unit1/camera_data/image_BS1_9908_03_41_10.jpg,9,18
121,../../../Scenario5/unit1/camera_data/image_BS1_580_03_21_12.jpg,4,6
1959,../../../Scenario5/unit1/camera_data/image_BS1_8075_03_37_12.jpg,23,45
1630,../../../Scenario5/unit1/camera_data/image_BS1_6497_03_33_49.jpg,12,23
1986,../../../Scenario5/unit1/camera_data/image_BS1_8102_03_37_15.jpg,12,23
615,../../../Scenario5/unit1/camera_data/image_BS1_2609_03_25_32.jpg,26,52
108,../../../Scenario5/unit1/camera_data/image_BS1_567_03_21_10.jpg,2,2
2138,../../../Scenario5/unit1/camera_data/image_BS1_9461_03_40_12.jpg,4,6
1903,../../../Scenario5/unit1/camera_data/image_BS1_7850_03_36_43.jpg,22,43
2114,../../../Scenario5/unit1/camera_data/image_BS1_9294_03_39_51.jpg,12,22
315,../../../Scenario5/unit1/camera_data/image_BS1_1067_03_22_15.jpg,2,3
2176,../../../Scenario5/unit1/camera_data/image_BS1_9500_03_40_17.jpg,13,26
1624,../../../Scenario5/unit1/camera_data/image_BS1_6491_03_33_49.jpg,11,20
1592,../../../Scenario5/unit1/camera_data/image_BS1_6289_03_33_23.jpg,3,6
2174,../../../Scenario5/unit1/camera_data/image_BS1_9498_03_40_17.jpg,12,22
2246,../../../Scenario5/unit1/camera_data/image_BS1_9870_03_41_05.jpg,26,51
637,../../../Scenario5/unit1/camera_data/image_BS1_2805_03_25_57.jpg,30,59
2120,../../../Scenario5/unit1/camera_data/image_BS1_9301_03_39_52.jpg,8,6
971,../../../Scenario5/unit1/camera_data/image_BS1_4081_03_28_40.jpg,27,54
1922,../../../Scenario5/unit1/camera_data/image_BS1_7869_03_36_45.jpg,30,59
558,../../../Scenario5/unit1/camera_data/image_BS1_2552_03_25_24.jpg,11,22
1560,../../../Scenario5/unit1/camera_data/image_BS1_6256_03_33_18.jpg,18,34
2236,../../../Scenario5/unit1/camera_data/image_BS1_9860_03_41_04.jpg,27,54
2249,../../../Scenario5/unit1/camera_data/image_BS1_9874_03_41_06.jpg,24,46
1789,../../../Scenario5/unit1/camera_data/image_BS1_7033_03_34_58.jpg,22,42
416,../../../Scenario5/unit1/camera_data/image_BS1_2032_03_24_18.jpg,17,34
655,../../../Scenario5/unit1/camera_data/image_BS1_2823_03_25_59.jpg,25,49
1232,../../../Scenario5/unit1/camera_data/image_BS1_4838_03_30_17.jpg,15,29
1751,../../../Scenario5/unit1/camera_data/image_BS1_6858_03_34_36.jpg,3,6
243,../../../Scenario5/unit1/camera_data/image_BS1_995_03_22_05.jpg,28,54
2124,../../../Scenario5/unit1/camera_data/image_BS1_9306_03_39_52.jpg,6,11
481,../../../Scenario5/unit1/camera_data/image_BS1_2286_03_24_50.jpg,15,29
1334,../../../Scenario5/unit1/camera_data/image_BS1_5126_03_30_54.jpg,17,33
840,../../../Scenario5/unit1/camera_data/image_BS1_3628_03_27_42.jpg,22,42
1519,../../../Scenario5/unit1/camera_data/image_BS1_5958_03_32_40.jpg,30,60
1711,../../../Scenario5/unit1/camera_data/image_BS1_6817_03_34_30.jpg,24,46
422,../../../Scenario5/unit1/camera_data/image_BS1_2038_03_24_19.jpg,22,43
528,../../../Scenario5/unit1/camera_data/image_BS1_2522_03_25_21.jpg,4,7
127,../../../Scenario5/unit1/camera_data/image_BS1_586_03_21_13.jpg,6,11
995,../../../Scenario5/unit1/camera_data/image_BS1_4107_03_28_43.jpg,15,28
259,../../../Scenario5/unit1/camera_data/image_BS1_1011_03_22_07.jpg,23,45
1565,../../../Scenario5/unit1/camera_data/image_BS1_6261_03_33_19.jpg,15,28
645,../../../Scenario5/unit1/camera_data/image_BS1_2813_03_25_58.jpg,28,55
1416,../../../Scenario5/unit1/camera_data/image_BS1_5369_03_31_25.jpg,19,37
675,../../../Scenario5/unit1/camera_data/image_BS1_2845_03_26_02.jpg,17,33
1028,../../../Scenario5/unit1/camera_data/image_BS1_4311_03_29_09.jpg,2,3
1381,../../../Scenario5/unit1/camera_data/image_BS1_5334_03_31_20.jpg,2,3
195,../../../Scenario5/unit1/camera_data/image_BS1_654_03_21_21.jpg,22,42
1178,../../../Scenario5/unit1/camera_data/image_BS1_4649_03_29_53.jpg,4,6
1233,../../../Scenario5/unit1/camera_data/image_BS1_4839_03_30_17.jpg,15,29
2299,../../../Scenario5/unit1/camera_data/image_BS1_9926_03_41_12.jpg,3,6
1593,../../../Scenario5/unit1/camera_data/image_BS1_6290_03_33_23.jpg,3,6
1087,../../../Scenario5/unit1/camera_data/image_BS1_4371_03_29_17.jpg,28,55
1436,../../../Scenario5/unit1/camera_data/image_BS1_5389_03_31_27.jpg,27,54
805,../../../Scenario5/unit1/camera_data/image_BS1_3399_03_27_13.jpg,30,60
66,../../../Scenario5/unit1/camera_data/image_BS1_326_03_20_39.jpg,15,28
2140,../../../Scenario5/unit1/camera_data/image_BS1_9463_03_40_13.jpg,2,3
283,../../../Scenario5/unit1/camera_data/image_BS1_1035_03_22_11.jpg,14,27
680,../../../Scenario5/unit1/camera_data/image_BS1_2850_03_26_02.jpg,15,29
560,../../../Scenario5/unit1/camera_data/image_BS1_2554_03_25_25.jpg,12,22
2032,../../../Scenario5/unit1/camera_data/image_BS1_8589_03_38_19.jpg,7,14
1681,../../../Scenario5/unit1/camera_data/image_BS1_6549_03_33_56.jpg,28,55
51,../../../Scenario5/unit1/camera_data/image_BS1_311_03_20_37.jpg,19,36
661,../../../Scenario5/unit1/camera_data/image_BS1_2829_03_26_00.jpg,23,45
2069,../../../Scenario5/unit1/camera_data/image_BS1_8627_03_38_23.jpg,25,49
608,../../../Scenario5/unit1/camera_data/image_BS1_2602_03_25_31.jpg,23,45
694,../../../Scenario5/unit1/camera_data/image_BS1_2864_03_26_04.jpg,11,22
18,../../../Scenario5/unit1/camera_data/image_BS1_277_03_20_33.jpg,26,51
1608,../../../Scenario5/unit1/camera_data/image_BS1_6473_03_33_46.jpg,4,7
444,../../../Scenario5/unit1/camera_data/image_BS1_2248_03_24_46.jpg,31,60
1579,../../../Scenario5/unit1/camera_data/image_BS1_6275_03_33_21.jpg,9,17
1945,../../../Scenario5/unit1/camera_data/image_BS1_8061_03_37_10.jpg,27,53
1918,../../../Scenario5/unit1/camera_data/image_BS1_7865_03_36_45.jpg,28,55
1935,../../../Scenario5/unit1/camera_data/image_BS1_8051_03_37_09.jpg,30,59
237,../../../Scenario5/unit1/camera_data/image_BS1_988_03_22_04.jpg,29,58
925,../../../Scenario5/unit1/camera_data/image_BS1_3901_03_28_17.jpg,16,31
1116,../../../Scenario5/unit1/camera_data/image_BS1_4586_03_29_44.jpg,28,55
1060,../../../Scenario5/unit1/camera_data/image_BS1_4344_03_29_13.jpg,17,33
1366,../../../Scenario5/unit1/camera_data/image_BS1_5159_03_30_58.jpg,4,7
2252,../../../Scenario5/unit1/camera_data/image_BS1_9877_03_41_06.jpg,22,43
76,../../../Scenario5/unit1/camera_data/image_BS1_337_03_20_41.jpg,11,21
1209,../../../Scenario5/unit1/camera_data/image_BS1_4814_03_30_14.jpg,10,20
1172,../../../Scenario5/unit1/camera_data/image_BS1_4643_03_29_52.jpg,6,11
846,../../../Scenario5/unit1/camera_data/image_BS1_3634_03_27_43.jpg,19,37
1218,../../../Scenario5/unit1/camera_data/image_BS1_4823_03_30_15.jpg,12,23
322,../../../Scenario5/unit1/camera_data/image_BS1_1256_03_22_39.jpg,2,2
1941,../../../Scenario5/unit1/camera_data/image_BS1_8057_03_37_09.jpg,28,55
2016,../../../Scenario5/unit1/camera_data/image_BS1_8573_03_38_16.jpg,2,2
672,../../../Scenario5/unit1/camera_data/image_BS1_2842_03_26_01.jpg,18,34
813,../../../Scenario5/unit1/camera_data/image_BS1_3598_03_27_38.jpg,30,58
1893,../../../Scenario5/unit1/camera_data/image_BS1_7838_03_36_41.jpg,15,29
2000,../../../Scenario5/unit1/camera_data/image_BS1_8116_03_37_17.jpg,6,11
1907,../../../Scenario5/unit1/camera_data/image_BS1_7854_03_36_43.jpg,24,47
954,../../../Scenario5/unit1/camera_data/image_BS1_3930_03_28_20.jpg,29,57
1910,../../../Scenario5/unit1/camera_data/image_BS1_7857_03_36_44.jpg,25,49
232,../../../Scenario5/unit1/camera_data/image_BS1_983_03_22_04.jpg,30,59
2123,../../../Scenario5/unit1/camera_data/image_BS1_9305_03_39_52.jpg,7,13
1182,../../../Scenario5/unit1/camera_data/image_BS1_4653_03_29_53.jpg,4,6
454,../../../Scenario5/unit1/camera_data/image_BS1_2258_03_24_47.jpg,28,55
1177,../../../Scenario5/unit1/camera_data/image_BS1_4648_03_29_52.jpg,3,6
1638,../../../Scenario5/unit1/camera_data/image_BS1_6505_03_33_50.jpg,15,29
1960,../../../Scenario5/unit1/camera_data/image_BS1_8076_03_37_12.jpg,23,44
809,../../../Scenario5/unit1/camera_data/image_BS1_3403_03_27_13.jpg,30,59
1526,../../../Scenario5/unit1/camera_data/image_BS1_6220_03_33_14.jpg,31,61
580,../../../Scenario5/unit1/camera_data/image_BS1_2574_03_25_27.jpg,16,32
509,../../../Scenario5/unit1/camera_data/image_BS1_2316_03_24_54.jpg,2,2
1790,../../../Scenario5/unit1/camera_data/image_BS1_7034_03_34_58.jpg,23,44
1081,../../../Scenario5/unit1/camera_data/image_BS1_4365_03_29_16.jpg,26,51
305,../../../Scenario5/unit1/camera_data/image_BS1_1057_03_22_13.jpg,6,11
635,../../../Scenario5/unit1/camera_data/image_BS1_2629_03_25_34.jpg,30,62
969,../../../Scenario5/unit1/camera_data/image_BS1_4079_03_28_39.jpg,28,55
443,../../../Scenario5/unit1/camera_data/image_BS1_2247_03_24_45.jpg,30,60
1556,../../../Scenario5/unit1/camera_data/image_BS1_6252_03_33_18.jpg,19,38
936,../../../Scenario5/unit1/camera_data/image_BS1_3912_03_28_18.jpg,22,42
429,../../../Scenario5/unit1/camera_data/image_BS1_2045_03_24_20.jpg,25,48
1490,../../../Scenario5/unit1/camera_data/image_BS1_5927_03_32_36.jpg,17,34
1080,../../../Scenario5/unit1/camera_data/image_BS1_4364_03_29_16.jpg,25,49
640,../../../Scenario5/unit1/camera_data/image_BS1_2808_03_25_57.jpg,30,59
2015,../../../Scenario5/unit1/camera_data/image_BS1_8131_03_37_19.jpg,2,2
193,../../../Scenario5/unit1/camera_data/image_BS1_652_03_21_21.jpg,21,42
570,../../../Scenario5/unit1/camera_data/image_BS1_2564_03_25_26.jpg,14,27
478,../../../Scenario5/unit1/camera_data/image_BS1_2283_03_24_50.jpg,16,31
1316,../../../Scenario5/unit1/camera_data/image_BS1_5108_03_30_51.jpg,24,48
1879,../../../Scenario5/unit1/camera_data/image_BS1_7824_03_36_40.jpg,9,17
1578,../../../Scenario5/unit1/camera_data/image_BS1_6274_03_33_21.jpg,9,17
293,../../../Scenario5/unit1/camera_data/image_BS1_1045_03_22_12.jpg,10,19
1908,../../../Scenario5/unit1/camera_data/image_BS1_7855_03_36_44.jpg,24,47
1071,../../../Scenario5/unit1/camera_data/image_BS1_4355_03_29_15.jpg,22,43
2257,../../../Scenario5/unit1/camera_data/image_BS1_9882_03_41_07.jpg,20,39
587,../../../Scenario5/unit1/camera_data/image_BS1_2581_03_25_28.jpg,17,34
673,../../../Scenario5/unit1/camera_data/image_BS1_2843_03_26_02.jpg,18,34
2079,../../../Scenario5/unit1/camera_data/image_BS1_8637_03_38_25.jpg,30,59
684,../../../Scenario5/unit1/camera_data/image_BS1_2854_03_26_03.jpg,14,27
1350,../../../Scenario5/unit1/camera_data/image_BS1_5143_03_30_56.jpg,9,17
1389,../../../Scenario5/unit1/camera_data/image_BS1_5342_03_31_21.jpg,6,11
1423,../../../Scenario5/unit1/camera_data/image_BS1_5376_03_31_26.jpg,22,42
1559,../../../Scenario5/unit1/camera_data/image_BS1_6255_03_33_18.jpg,19,37
1288,../../../Scenario5/unit1/camera_data/image_BS1_4895_03_30_24.jpg,28,55
980,../../../Scenario5/unit1/camera_data/image_BS1_4090_03_28_41.jpg,24,46
2241,../../../Scenario5/unit1/camera_data/image_BS1_9865_03_41_05.jpg,25,49
1297,../../../Scenario5/unit1/camera_data/image_BS1_4904_03_30_25.jpg,30,59
1430,../../../Scenario5/unit1/camera_data/image_BS1_5383_03_31_26.jpg,25,49
949,../../../Scenario5/unit1/camera_data/image_BS1_3925_03_28_20.jpg,28,55
1298,../../../Scenario5/unit1/camera_data/image_BS1_5090_03_30_49.jpg,30,59
1133,../../../Scenario5/unit1/camera_data/image_BS1_4604_03_29_47.jpg,20,39
1832,../../../Scenario5/unit1/camera_data/image_BS1_7423_03_35_48.jpg,19,37
2113,../../../Scenario5/unit1/camera_data/image_BS1_9293_03_39_51.jpg,12,23
2019,../../../Scenario5/unit1/camera_data/image_BS1_8576_03_38_17.jpg,2,4
996,../../../Scenario5/unit1/camera_data/image_BS1_4108_03_28_43.jpg,14,27
1506,../../../Scenario5/unit1/camera_data/image_BS1_5944_03_32_38.jpg,25,49
2261,../../../Scenario5/unit1/camera_data/image_BS1_9886_03_41_07.jpg,19,38
764,../../../Scenario5/unit1/camera_data/image_BS1_3356_03_27_07.jpg,17,33
1499,../../../Scenario5/unit1/camera_data/image_BS1_5937_03_32_37.jpg,22,42
135,../../../Scenario5/unit1/camera_data/image_BS1_594_03_21_14.jpg,7,14
2224,../../../Scenario5/unit1/camera_data/image_BS1_9847_03_41_02.jpg,29,57
1732,../../../Scenario5/unit1/camera_data/image_BS1_6838_03_34_33.jpg,13,25
583,../../../Scenario5/unit1/camera_data/image_BS1_2577_03_25_28.jpg,17,33
2217,../../../Scenario5/unit1/camera_data/image_BS1_9541_03_40_23.jpg,30,59
1957,../../../Scenario5/unit1/camera_data/image_BS1_8073_03_37_11.jpg,24,48
441,../../../Scenario5/unit1/camera_data/image_BS1_2057_03_24_21.jpg,30,60
307,../../../Scenario5/unit1/camera_data/image_BS1_1059_03_22_14.jpg,6,10
2298,../../../Scenario5/unit1/camera_data/image_BS1_9925_03_41_12.jpg,4,6
170,../../../Scenario5/unit1/camera_data/image_BS1_629_03_21_18.jpg,14,27
242,../../../Scenario5/unit1/camera_data/image_BS1_994_03_22_05.jpg,28,55
2142,../../../Scenario5/unit1/camera_data/image_BS1_9465_03_40_13.jpg,3,4
1003,../../../Scenario5/unit1/camera_data/image_BS1_4115_03_28_44.jpg,10,20
767,../../../Scenario5/unit1/camera_data/image_BS1_3359_03_27_08.jpg,19,34
561,../../../Scenario5/unit1/camera_data/image_BS1_2555_03_25_25.jpg,12,23
2049,../../../Scenario5/unit1/camera_data/image_BS1_8607_03_38_21.jpg,15,30
1005,../../../Scenario5/unit1/camera_data/image_BS1_4117_03_28_44.jpg,9,17
1637,../../../Scenario5/unit1/camera_data/image_BS1_6504_03_33_50.jpg,15,29
1788,../../../Scenario5/unit1/camera_data/image_BS1_7032_03_34_58.jpg,22,43
511,../../../Scenario5/unit1/camera_data/image_BS1_2505_03_25_18.jpg,2,2
1865,../../../Scenario5/unit1/camera_data/image_BS1_7810_03_36_38.jpg,2,3
1495,../../../Scenario5/unit1/camera_data/image_BS1_5932_03_32_37.jpg,20,39
1651,../../../Scenario5/unit1/camera_data/image_BS1_6519_03_33_52.jpg,20,39
2071,../../../Scenario5/unit1/camera_data/image_BS1_8629_03_38_24.jpg,25,49
1871,../../../Scenario5/unit1/camera_data/image_BS1_7816_03_36_39.jpg,4,8
1462,../../../Scenario5/unit1/camera_data/image_BS1_5899_03_32_33.jpg,5,9
336,../../../Scenario5/unit1/camera_data/image_BS1_1270_03_22_41.jpg,7,13
2014,../../../Scenario5/unit1/camera_data/image_BS1_8130_03_37_19.jpg,2,3
124,../../../Scenario5/unit1/camera_data/image_BS1_583_03_21_12.jpg,4,7
1606,../../../Scenario5/unit1/camera_data/image_BS1_6471_03_33_46.jpg,2,4
2052,../../../Scenario5/unit1/camera_data/image_BS1_8610_03_38_21.jpg,17,34
1600,../../../Scenario5/unit1/camera_data/image_BS1_6465_03_33_45.jpg,2,2
698,../../../Scenario5/unit1/camera_data/image_BS1_2868_03_26_05.jpg,10,20
1324,../../../Scenario5/unit1/camera_data/image_BS1_5116_03_30_52.jpg,21,42
621,../../../Scenario5/unit1/camera_data/image_BS1_2615_03_25_32.jpg,28,55
2148,../../../Scenario5/unit1/camera_data/image_BS1_9471_03_40_14.jpg,3,5
1420,../../../Scenario5/unit1/camera_data/image_BS1_5373_03_31_25.jpg,20,39
1302,../../../Scenario5/unit1/camera_data/image_BS1_5094_03_30_49.jpg,28,58
1336,../../../Scenario5/unit1/camera_data/image_BS1_5128_03_30_54.jpg,16,31
1805,../../../Scenario5/unit1/camera_data/image_BS1_7049_03_35_00.jpg,31,60
1157,../../../Scenario5/unit1/camera_data/image_BS1_4628_03_29_50.jpg,12,22
994,../../../Scenario5/unit1/camera_data/image_BS1_4106_03_28_43.jpg,15,30
202,../../../Scenario5/unit1/camera_data/image_BS1_661_03_21_22.jpg,24,47
1115,../../../Scenario5/unit1/camera_data/image_BS1_4585_03_29_44.jpg,28,54
2220,../../../Scenario5/unit1/camera_data/image_BS1_9544_03_40_23.jpg,30,60
574,../../../Scenario5/unit1/camera_data/image_BS1_2568_03_25_26.jpg,15,29
725,../../../Scenario5/unit1/camera_data/image_BS1_3317_03_27_02.jpg,2,3
1717,../../../Scenario5/unit1/camera_data/image_BS1_6823_03_34_31.jpg,21,42
206,../../../Scenario5/unit1/camera_data/image_BS1_665_03_21_23.jpg,25,49
1061,../../../Scenario5/unit1/camera_data/image_BS1_4345_03_29_13.jpg,17,34
376,../../../Scenario5/unit1/camera_data/image_BS1_1310_03_22_46.jpg,26,52
369,../../../Scenario5/unit1/camera_data/image_BS1_1303_03_22_45.jpg,22,44
985,../../../Scenario5/unit1/camera_data/image_BS1_4096_03_28_42.jpg,21,42
693,../../../Scenario5/unit1/camera_data/image_BS1_2863_03_26_04.jpg,12,23
1708,../../../Scenario5/unit1/camera_data/image_BS1_6814_03_34_30.jpg,25,49
526,../../../Scenario5/unit1/camera_data/image_BS1_2520_03_25_20.jpg,4,7
1393,../../../Scenario5/unit1/camera_data/image_BS1_5346_03_31_22.jpg,7,13
332,../../../Scenario5/unit1/camera_data/image_BS1_1266_03_22_40.jpg,6,11
166,../../../Scenario5/unit1/camera_data/image_BS1_625_03_21_18.jpg,14,26
1844,../../../Scenario5/unit1/camera_data/image_BS1_7435_03_35_50.jpg,11,21
1098,../../../Scenario5/unit1/camera_data/image_BS1_4382_03_29_18.jpg,31,60
349,../../../Scenario5/unit1/camera_data/image_BS1_1283_03_22_42.jpg,13,26
1702,../../../Scenario5/unit1/camera_data/image_BS1_6808_03_34_29.jpg,28,55
1241,../../../Scenario5/unit1/camera_data/image_BS1_4847_03_30_18.jpg,17,34
1173,../../../Scenario5/unit1/camera_data/image_BS1_4644_03_29_52.jpg,6,11
1228,../../../Scenario5/unit1/camera_data/image_BS1_4834_03_30_16.jpg,15,29
2081,../../../Scenario5/unit1/camera_data/image_BS1_8639_03_38_25.jpg,31,61
2051,../../../Scenario5/unit1/camera_data/image_BS1_8609_03_38_21.jpg,17,32
1888,../../../Scenario5/unit1/camera_data/image_BS1_7833_03_36_41.jpg,12,23
896,../../../Scenario5/unit1/camera_data/image_BS1_3871_03_28_13.jpg,4,7
679,../../../Scenario5/unit1/camera_data/image_BS1_2849_03_26_02.jpg,15,29
2040,../../../Scenario5/unit1/camera_data/image_BS1_8597_03_38_20.jpg,11,22
103,../../../Scenario5/unit1/camera_data/image_BS1_364_03_20_44.jpg,2,3
1731,../../../Scenario5/unit1/camera_data/image_BS1_6837_03_34_33.jpg,14,27
1543,../../../Scenario5/unit1/camera_data/image_BS1_6238_03_33_16.jpg,25,49
1027,../../../Scenario5/unit1/camera_data/image_BS1_4310_03_29_09.jpg,2,2
878,../../../Scenario5/unit1/camera_data/image_BS1_3668_03_27_47.jpg,4,6
1272,../../../Scenario5/unit1/camera_data/image_BS1_4878_03_30_22.jpg,23,45
2122,../../../Scenario5/unit1/camera_data/image_BS1_9303_03_39_52.jpg,8,14
639,../../../Scenario5/unit1/camera_data/image_BS1_2807_03_25_57.jpg,30,58
731,../../../Scenario5/unit1/camera_data/image_BS1_3323_03_27_03.jpg,3,6
2029,../../../Scenario5/unit1/camera_data/image_BS1_8586_03_38_18.jpg,6,12
440,../../../Scenario5/unit1/camera_data/image_BS1_2056_03_24_21.jpg,30,60
77,../../../Scenario5/unit1/camera_data/image_BS1_338_03_20_41.jpg,11,20
191,../../../Scenario5/unit1/camera_data/image_BS1_650_03_21_21.jpg,20,39
207,../../../Scenario5/unit1/camera_data/image_BS1_666_03_21_23.jpg,26,52
1963,../../../Scenario5/unit1/camera_data/image_BS1_8079_03_37_12.jpg,22,43
1958,../../../Scenario5/unit1/camera_data/image_BS1_8074_03_37_12.jpg,24,46
1454,../../../Scenario5/unit1/camera_data/image_BS1_5890_03_32_31.jpg,2,4
2145,../../../Scenario5/unit1/camera_data/image_BS1_9468_03_40_13.jpg,4,7
1946,../../../Scenario5/unit1/camera_data/image_BS1_8062_03_37_10.jpg,27,54
1477,../../../Scenario5/unit1/camera_data/image_BS1_5914_03_32_35.jpg,11,21
1044,../../../Scenario5/unit1/camera_data/image_BS1_4328_03_29_11.jpg,9,17
901,../../../Scenario5/unit1/camera_data/image_BS1_3876_03_28_13.jpg,6,11
1642,../../../Scenario5/unit1/camera_data/image_BS1_6509_03_33_51.jpg,17,32
862,../../../Scenario5/unit1/camera_data/image_BS1_3650_03_27_45.jpg,12,22
330,../../../Scenario5/unit1/camera_data/image_BS1_1264_03_22_40.jpg,4,7
704,../../../Scenario5/unit1/camera_data/image_BS1_2874_03_26_06.jpg,7,14
1663,../../../Scenario5/unit1/camera_data/image_BS1_6531_03_33_54.jpg,23,45
1091,../../../Scenario5/unit1/camera_data/image_BS1_4375_03_29_17.jpg,29,57
496,../../../Scenario5/unit1/camera_data/image_BS1_2303_03_24_53.jpg,6,11
88,../../../Scenario5/unit1/camera_data/image_BS1_349_03_20_42.jpg,6,11
426,../../../Scenario5/unit1/camera_data/image_BS1_2042_03_24_19.jpg,23,45
920,../../../Scenario5/unit1/camera_data/image_BS1_3896_03_28_16.jpg,14,27
1158,../../../Scenario5/unit1/camera_data/image_BS1_4629_03_29_50.jpg,11,21
1482,../../../Scenario5/unit1/camera_data/image_BS1_5919_03_32_35.jpg,13,26
201,../../../Scenario5/unit1/camera_data/image_BS1_660_03_21_22.jpg,24,46
2006,../../../Scenario5/unit1/camera_data/image_BS1_8122_03_37_18.jpg,4,7
586,../../../Scenario5/unit1/camera_data/image_BS1_2580_03_25_28.jpg,18,32
390,../../../Scenario5/unit1/camera_data/image_BS1_2006_03_24_15.jpg,2,2
