index,unit2_pos,unit1_beam_32,unit1_beam_64
217,"[0.42846766347102233, 0.9560702876506308]",15,29
494,"[0.6063151835845129, 0.700479233300543]",9,17
287,"[1.0, 0.8937699681144889]",3,4
866,"[0.8814258500464296, 0.6094249202720342]",2,3
243,"[0.630929050118587, 0.9361022363557254]",9,17
651,"[0.19338879219591823, 0.703674121403303]",24,48
371,"[0.7555744377606647, 0.37699680509260136]",6,10
438,"[0.15667356476463865, 0.7356230032254403]",26,51
495,"[0.6157715131518303, 0.6988817890789051]",9,17
620,"[0.176531856866717, 0.0750798721741927]",27,54
833,"[0.26069319007329594, 0.6541533547322222]",20,39
107,"[0.507681554682901, 0.6693290735892246]",11,21
24,"[0.6831170255090171, 0.05431309910898394]",6,11
759,"[0.586210204613318, 0.09265175725014661]",9,17
70,"[0.2097797634595682, 0.6892971246571196]",23,46
480,"[0.4937848616565057, 0.7148562300467263]",12,24
677,"[0.43488152178565365, 0.6900958466544334]",15,28
614,"[0.22214151603301738, 0.06869009585516733]",25,50
894,"[0.4403086326725082, 0.07348242817956527]",16,31
852,"[0.607493798574994, 0.6341853034373167]",8,14
590,"[0.40066057259162874, 0.04472843457369327]",16,32
608,"[0.267422259380321, 0.0630990416469609]",23,45
749,"[0.6701522606137243, 0.08706070292843496]",6,11
120,"[0.6181424479593957, 0.659744409053934]",9,17
278,"[0.9238422848674105, 0.9033546325362743]",5,9
888,"[0.5388052133178277, 0.05750798732524924]",12,23
75,"[0.2511272218931543, 0.6884984024327955]",21,42
799,"[0.2378335411886026, 0.13338658149675564]",25,48
681,"[0.47107596585470773, 0.6869009585516732]",13,26
430,"[0.08651856318754128, 0.7428115015417794]",29,57
456,"[0.2971754354717999, 0.724440894582017]",20,38
295,"[0.509134266176229, 0.13977635781578102]",12,23
698,"[0.6272835665440573, 0.6749201276839257]",8,15
111,"[0.543780064965734, 0.666134185259454]",11,20
121,"[0.6260775419101079, 0.659744409053934]",8,15
863,"[0.8148341030939817, 0.6142172523694217]",5,8
751,"[0.6533638494175382, 0.08785942492574866]",7,13
42,"[0.5525237436178594, 0.07747603839314428]",10,19
579,"[0.48127235600016116, 0.0319488818221373]",13,25
763,"[0.5526196773943427, 0.0958466454664119]",10,20
178,"[0.13186783066786, 0.9936102237944798]",26,51
791,"[0.3067002891721325, 0.12380191696146498]",20,39
186,"[0.1894555072822007, 0.9824281149240461]",24,47
364,"[0.842106705774809, 0.3730031949925276]",4,6
889,"[0.5221264407247278, 0.059904153317190366]",13,24
532,"[0.9348061452539438, 0.6565495208376686]",2,4
600,"[0.32691490674641366, 0.055910543103611356]",20,39
850,"[0.570984143523284, 0.6373801917670873]",9,17
365,"[0.8297723628545659, 0.374600638987155]",5,8
342,"[0.7822166184761802, 0.9448881790072076]",6,11
62,"[0.13659599545638768, 0.6932907349842039]",26,51
268,"[0.8362136308224032, 0.9121405750742514]",5,8
721,"[0.8469856236462321, 0.6573482428349823]",5,8
683,"[0.4892211547677386, 0.6853035145570459]",12,23
157,"[0.9348061452539438, 0.6349840254346304]",3,4
464,"[0.360546548445198, 0.7204472842549328]",17,34
816,"[0.09211013198389423, 0.15015974446189062]",30,60
732,"[0.8219057930368687, 0.07667731639583057]",4,7
136,"[0.7464881384824152, 0.6517571885132707]",6,11
841,"[0.41102142064658054, 0.6493610224078243]",14,28
837,"[0.33730316444483366, 0.6525559105105844]",17,32
773,"[0.46046843094037726, 0.10383386589356992]",14,27
135,"[0.7383885866222045, 0.6525559105105844]",6,10
340,"[0.7528334726737692, 0.946485623001835]",6,10
738,"[0.7710471857198152, 0.07907348250127694]",5,9
105,"[0.4919758246909749, 0.670926517583852]",12,24
700,"[0.6459495388387893, 0.6733226838028036]",8,14
356,"[0.9723025477334305, 0.9305111821475189]",4,7
58,"[0.09280907808222111, 0.6948881789788313]",28,54
330,"[0.13681527266256027, 0.1781150160704489]",29,57
787,"[0.3412501541851542, 0.11900958475057226]",19,38
682,"[0.4801348554894891, 0.6861022365543595]",13,24
307,"[0.38566749352463253, 0.1413738020374189]",18,35
47,"[0.5160140885661494, 0.08226837060403701]",11,21
769,"[0.49775926104029444, 0.10063897767730463]",12,23
225,"[0.48992010087580334, 0.9496805111045951]",13,26
448,"[0.23442103964684843, 0.7268370608009685]",23,45
1,"[0.8476434552647498, 0.04792332267645334]",4,6
503,"[0.6870366055961316, 0.6869009585516732]",7,14
67,"[0.18468622802360185, 0.6900958466544334]",25,49
454,"[0.2814148861831996, 0.724440894582017]",20,40
447,"[0.2266229939621664, 0.7276357827982823]",23,45
891,"[0.4890841065211841, 0.06469648575509354]",14,27
523,"[0.8569353269323068, 0.6637380192675129]",4,6
766,"[0.5263886414477043, 0.0974440893475341]",12,23
299,"[0.4682664766250593, 0.1389776358184673]",14,27
673,"[0.39885153562609793, 0.691693290762566]",16,32
246,"[0.654789151267398, 0.9337060702502791]",8,15
258,"[0.751230008087808, 0.921725239609542]",6,11
162,"[0.013444433787447066, 1.0]",30,59
655,"[0.2290076335865969, 0.700479233300543]",23,45
554,"[0.6698781641011397, 0.008785942537976958]",6,11
422,"[0.08861540148252194, 0.39057507984147105]",30,60
423,"[0.03231597846174869, 0.7468051118688637]",30,60
782,"[0.3840777337750122, 0.11341853031535537]",17,32
800,"[0.22926802527257858, 0.13418530349406935]",24,47
248,"[0.6707415681089649, 0.9321086262556516]",8,15
842,"[0.4284128441646103, 0.6477635784131969]",14,27
240,"[0.6070826538061169, 0.938498402574677]",10,18
813,"[0.11787520386498142, 0.14776357824293904]",30,59
93,"[0.3974810530826502, 0.6773162940163826]",15,30
115,"[0.5787410747378948, 0.662939297156694]",9,18
897,"[0.3906834596523479, 0.08306709260135071]",19,37
77,"[0.2677648800161829, 0.6869009585516732]",21,41
899,"[0.35574985953339305, 0.09025559114470025]",20,39
453,"[0.2735483163655024, 0.724440894582017]",21,41
133,"[0.7222168925744651, 0.6533546327349086]",6,12
427,"[0.06323406471710574, 0.744408945649912]",29,58
605,"[0.289774829719654, 0.060702875428009305]",22,43
59,"[0.10101826853578019, 0.6948881789788313]",27,53
290,"[0.5592528129151466, 0.1413738020374189]",10,20
247,"[0.6627653596881815, 0.9329073482529653]",8,16
302,"[0.43736209519630526, 0.1389776358184673]",15,30
797,"[0.2550605068068718, 0.131789137388623]",24,47
41,"[0.559801005940316, 0.0758785941715064]",10,18
90,"[0.37359354229037106, 0.67891373801101]",17,32
789,"[0.324050598220091, 0.12140575074251339]",20,39
348,"[0.8662683130796729, 0.9376996805773633]",4,7
69,"[0.20143352474971676, 0.6900958466544334]",23,46
678,"[0.4438992969503638, 0.6892971246571196]",14,27
140,"[0.7906724957891179, 0.6485623004105106]",5,9
384,"[0.5885263201242091, 0.3849840256332646]",10,20
119,"[0.6102210588352864, 0.6605431309377424]",9,16
346,"[0.8407088135781552, 0.939297124685496]",5,9
846,"[0.49902010498065585, 0.6429712458617884]",11,20
436,"[0.133334246987791, 0.7380191693308866]",26,51
660,"[0.27386352734815833, 0.6972843450842776]",20,39
536,"[0.8231803418038331, 0.0007987221108189395]",3,5
854,"[0.6444145983858431, 0.630191693337243]",7,14
552,"[0.6857346471759611, 0.007188498429844308]",7,10
15,"[0.7479545548023462, 0.04632587868182592]",5,9
83,"[0.31693779379739495, 0.682907348224589]",19,37
638,"[0.07793934244491424, 0.711661341830461]",28,56
416,"[0.17026875163498106, 0.40974440913906285]",27,54
89,"[0.3654939904398983, 0.67891373801101]",17,32
274,"[0.8904436252014019, 0.905750798755226]",4,7
173,"[0.09646826648335392, 0.9944089457917936]",27,53
746,"[0.6953417298261739, 0.08466453682298859]",6,11
104,"[0.4841092548732778, 0.6717252395811657]",13,25
684,"[0.49830745405572596, 0.6845047923327217]",12,24
468,"[0.3924376773114666, 0.7204472842549328]",16,31
46,"[0.5233598750118832, 0.08146964849321807]",11,21
804,"[0.1949785519552764, 0.1389776358184673]",26,51
345,"[0.826126879280036, 0.941693290677437]",5,9
553,"[0.6777995532252489, 0.007987220427158019]",6,11
709,"[0.7307001795406088, 0.6677316294810919]",6,10
12,"[0.769484835613663, 0.04552715657100698]",4,8
215,"[0.41307714446175214, 0.958466453642572]",15,30
640,"[0.09592007345818454, 0.711661341830461]",28,54
653,"[0.21117765565622196, 0.7020766774086756]",23,46
148,"[0.8611975276552832, 0.6429712458617884]",4,7
300,"[0.4579741527031226, 0.1389776358184673]",15,28
284,"[0.9743993860284113, 0.8969648563307543]",3,4
675,"[0.41684597146597124, 0.690894568651747]",15,29
420,"[0.11402414790114418, 0.4001597444902669]",29,58
723,"[0.8691600312494636, 0.6557507988403549]",4,6
671,"[0.37969218962234647, 0.691693290762566]",17,32
632,"[0.025408746418622237, 0.7140575080494126]",30,59
635,"[0.05147532446550016, 0.7132587860520989]",29,57
174,"[0.10353995641650303, 0.9944089457917936]",27,53
613,"[0.22973398933812983, 0.06789137374434838]",24,47
227,"[0.5054887826016993, 0.9472843452261591]",12,23
306,"[0.3959735222829101, 0.1405750800401052]",17,32
32,"[0.6254334151084553, 0.0638977636442746]",8,14
825,"[0.12971617306646727, 0.6581469648322961]",26,51
389,"[0.5186317102330934, 0.38817891373602464]",12,24
544,"[0.7586717283197629, 0.0031948883297705285]",3,10
286,"[0.991448188910579, 0.8945686901118026]",4,4
703,"[0.6739896117509585, 0.6717252395811657]",7,14
838,"[0.35675031178777283, 0.6517571885132707]",17,33
117,"[0.594446804720083, 0.6613418531620665]",9,18
369,"[0.7803801718671812, 0.3761980830952876]",6,10
96,"[0.42127263009844607, 0.6757188499082499]",15,28
650,"[0.18452177011410345, 0.7044728434006167]",25,48
583,"[0.4519303246678214, 0.036741214033030024]",14,28
786,"[0.3498567845809873, 0.11821086263975332]",19,37
513,"[0.7712938725791938, 0.674121405686612]",4,4
642,"[0.11390080447145486, 0.7108626198331474]",27,53
103,"[0.4762700946990488, 0.6725239618054899]",13,25
63,"[0.14617566845339447, 0.6924920127598797]",26,51
205,"[0.3373442789246427, 0.96645367406973]",19,37
869,"[0.8641988844281604, 0.05191693277652712]",4,7
185,"[0.18223306426615624, 0.9832268371483702]",24,47
92,"[0.38954595913193796, 0.6781150160136963]",16,31
864,"[0.8369262817473331, 0.612619808261289]",4,7
497,"[0.6346978771228061, 0.6956869009761449]",8,15
564,"[0.5923499664251024, 0.014376996859688617]",8,15
347,"[0.8534817109107435, 0.938498402574677]",5,8
492,"[0.5873888196037992, 0.703674121403303]",9,17
742,"[0.7289870763515613, 0.08226837060403701]",5,10
30,"[0.6398645963236791, 0.060702875428009305]",7,14
55,"[0.0683322597947014, 0.6948881789788313]",29,56
702,"[0.6646429207769895, 0.6725239618054899]",7,14
431,"[0.09435772336177024, 0.7420127795444657]",28,55
158,"[0.9428097633181954, 0.6341853034373167]",2,4
147,"[0.8529472227219151, 0.6437699680861126]",4,6
222,"[0.4667452409987162, 0.9528753994343656]",14,27
626,"[0.12982581166955356, 0.07987220449859064]",29,58
701,"[0.6552962298030205, 0.6733226838028036]",8,14
551,"[0.7018241122738204, 0.005591054208206429]",6,10
53,"[0.05217427056382704, 0.6948881789788313]",30,58
360,"[0.8913207340358301, 0.3722044727682034]",3,6
771,"[0.4785588005567339, 0.10143769967461834]",13,25
166,"[0.043499116044716714, 0.9992012780026863]",30,58
285,"[0.982910082647761, 0.8961661341064301]",2,6
81,"[0.3006153466667601, 0.6845047923327217]",19,38
228,"[0.5132594186429131, 0.946485623001835]",12,24
354,"[0.9431797936072635, 0.9337060702502791]",3,6
311,"[0.3442378061314283, 0.1461661342483116]",20,39
260,"[0.7674291117984914, 0.9201277955014093]",5,10
324,"[0.19906258994215142, 0.16853035153515825]",26,51
10,"[0.7838063782258006, 0.04552715657100698]",4,8
676,"[0.4258637466306814, 0.690894568651747]",15,28
726,"[0.9025861005686784, 0.6517571885132707]",4,6
728,"[0.9235955980177697, 0.6485623004105106]",4,6
180,"[0.14644976496597917, 0.9880191692457577]",26,51
28,"[0.6543505968453149, 0.05750798732524924]",6,11
505,"[0.7038113119657147, 0.6845047923327217]",6,12
712,"[0.7591376923853143, 0.666134185259454]",6,11
362,"[0.8667616867984301, 0.3730031949925276]",4,8
294,"[0.5192484273718022, 0.13977635781578102]",12,23
880,"[0.6733454849493059, 0.04313099035205539]",7,12
6,"[0.812326120030124, 0.04552715657100698]",4,7
198,"[0.2849644359812461, 0.9720447285049469]",20,39
719,"[0.8261954034033133, 0.659744409053934]",4,8
393,"[0.46838982005474866, 0.39137380183878473]",15,28
717,"[0.8070086477463558, 0.6613418531620665]",5,9
580,"[0.47391286471808647, 0.03354632593026995]",12,26
262,"[0.7837104444493173, 0.918530351506782]",6,11
699,"[0.6366165526914233, 0.674121405686612]",8,15
123,"[0.6419751394550006, 0.6581469648322961]",8,16
578,"[0.488631847272498, 0.03115015982482359]",12,24
379,"[0.6562555675873291, 0.3809904153061804]",8,16
39,"[0.5743829402384352, 0.07348242817956527]",9,17
359,"[0.903545438352987, 0.3714057507708897]",3,4
784,"[0.36700152123963836, 0.11581469642080172]",18,35
335,"[0.6865706415305803, 0.9512779553262329]",8,14
518,"[0.8139295846160852, 0.6685303514784057]",5,9
450,"[0.25003083586229125, 0.7252396165793307]",22,43
163,"[0.02018720792107513, 1.0]",30,59
68,"[0.1930598763866593, 0.6900958466544334]",24,48
125,"[0.6579686707666387, 0.6565495208376686]",7,14
40,"[0.5670919730893755, 0.0750798721741927]",10,18
5,"[0.8194252196262171, 0.04552715657100698]",3,6
34,"[0.6109200049336133, 0.06709265174703467]",8,15
760,"[0.5778091466067923, 0.09345047924746032]",9,17
404,"[0.3295325284036198, 0.4001597444902669]",20,40
720,"[0.8359258294929534, 0.6581469648322961]",4,7
336,"[0.699439472639652, 0.9504792331019087]",7,14
281,"[0.9489906396097889, 0.9001597444335143]",4,4
636,"[0.06023270793449075, 0.7124600638277747]",29,57
100,"[0.45283484315545575, 0.674121405686612]",14,27
840,"[0.3937259309050341, 0.650159744405138]",15,29
689,"[0.5440404566517156, 0.6813099042299616]",11,20
237,"[0.5835240588230968, 0.9400958466828097]",10,20
428,"[0.07093617663504236, 0.7436102236525983]",29,57
788,"[0.3327531623826695, 0.12060702874519967]",20,39
526,"[0.8826455795167197, 0.6621405751593803]",4,4
568,"[0.5623638083008479, 0.018370607073267625]",10,18
560,"[0.62306248030089, 0.011182108756928547]",8,14
488,"[0.5581564268842836, 0.706869009506063]",10,20
444,"[0.20326997135871575, 0.7292332269064149]",23,46
903,"[0.28836323269639724, 0.10623003199901629]",23,45
403,"[0.342291720919343, 0.3993610222659428]",20,38
473,"[0.43253799663129433, 0.7196485623711243]",15,28
686,"[0.5165622815815809, 0.683706070335408]",12,22
832,"[0.24183535022559735, 0.6541533547322222]",21,42
400,"[0.3801581536878977, 0.3961661341631827]",19,37
577,"[0.49597763372796966, 0.029552715603185713]",12,22
641,"[0.10493784862289467, 0.7108626198331474]",27,53
353,"[0.9303246673150569, 0.9345047922475928]",4,7
604,"[0.29721654995160895, 0.059904153317190366]",21,41
767,"[0.5168637877473716, 0.09904153356917197]",11,21
13,"[0.7623720312007048, 0.04552715657100698]",4,7
187,"[0.19769210738896584, 0.9816293929267323]",23,46
619,"[0.18420655913144757, 0.07428115017687899]",27,53
843,"[0.4459139062857263, 0.6469648561888727]",13,26
435,"[0.12556361094657714, 0.7388178913282004]",27,52
831,"[0.22548549344175645, 0.6557507988403549]",22,42
375,"[0.7059903792203135, 0.3793929713115529]",7,14
261,"[0.7755560732924324, 0.9193290735040957]",6,10
875,"[0.759411788897899, 0.04712460067913963]",6,11
334,"[0.6736881055851678, 0.9520766773235466]",8,14
154,"[0.9105486041628589, 0.6373801917670873]",3,4
397,"[0.4179971768129842, 0.39376996817124155]",17,32
630,"[0.0983047130923529, 0.08226837060403701]",30,59
305,"[0.4063343703378619, 0.1405750800401052]",17,34
201,"[0.3074129400970624, 0.9696485623995006]",20,38
395,"[0.4432551701487111, 0.39217252406310893]",16,32
873,"[0.7941809311073553, 0.04872204490077751]",5,9
374,"[0.7183932462638338, 0.3793929713115529]",6,12
524,"[0.8654734332048627, 0.6637380192675129]",3,5
79,"[0.2842654898829192, 0.6853035145570459]",20,39
313,"[0.3234201762450414, 0.14936102246457691]",21,41
878,"[0.7077308920528291, 0.0439297123493691]",7,12
437,"[0.1413378650617805, 0.7380191693308866]",26,51
665,"[0.31852755355675316, 0.6956869009761449]",19,37
43,"[0.5452327764687999, 0.07827476050396322]",10,20
859,"[0.738224128722444, 0.622204472910085]",6,12
134,"[0.7303027395983348, 0.6525559105105844]",6,11
555,"[0.6620115942834425, 0.008785942537976958]",7,13
390,"[0.5060780900969398, 0.3889776357333384]",13,26
460,"[0.3287376485288096, 0.7220447284765706]",19,36
761,"[0.5694080885905288, 0.09424920147178449]",10,20
688,"[0.534803404280833, 0.6821086262272753]",11,20
744,"[0.71213014102236, 0.08386581459866442]",6,11
762,"[0.5610207354008684, 0.0950479234690982]",10,19
251,"[0.6947661271575364, 0.9289137381528916]",8,14
645,"[0.1405840996667794, 0.7100638978358336]",26,51
774,"[0.4520262584443047, 0.10463258789088364]",14,28
870,"[0.8466292981837671, 0.051118210779213406]",4,7
193,"[0.2478654734342955, 0.976038338718526]",22,43
221,"[0.4590705387437235, 0.9536741214316793]",14,27
572,"[0.5327750901091295, 0.023162939284160345]",11,21
624,"[0.1454356078849964, 0.07827476050396322]",29,57
